CustomerId,Relationship_Strength_Index,Retention_Strength_Score,Retention_Strength_Tier,Engagement_Status,Product_Depth_Segment,Customer_Risk_Segment,NumOfProducts,Balance,Exited,Churn_Status,Bubble_Size
15797910,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,123783.25,0,Retained Customer,7
15779744,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,103138.17,0,Retained Customer,7
15599452,75,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,125338.8,0,Retained Customer,14
15574372,70,68.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,161274.05,0,Retained Customer,14
15721251,70,58.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,112152.89,0,Retained Customer,7
15602994,70,58.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,89550.85,0,Retained Customer,7
15778830,45,58.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15577514,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,121263.62,0,Retained Customer,7
15703437,50,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15621075,65,66.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,162150.42,0,Retained Customer,14
15709183,80,72.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,102346.86,0,Retained Customer,7
15762882,70,68.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,61211.18,0,Retained Customer,7
15644103,65,66.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,151675.65,0,Retained Customer,7
15598884,60,74.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,0.0,0,Retained Customer,7
15665861,70,58.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,106070.89,0,Retained Customer,7
15580252,70,58.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,112610.77,0,Retained Customer,7
15589449,55,57.0,Moderate Retention,Active Member,High Product Load,High Product Load Risk,3,0.0,1,Churned Customer,21
15774744,65,56.0,Moderate Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,97286.16,0,Retained Customer,14
15810454,70,68.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,147307.91,0,Retained Customer,7
15669945,70,68.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,141359.37,0,Retained Customer,14
15775335,60,64.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,81556.89,0,Retained Customer,14
15613172,60,64.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,95826.49,0,Retained Customer,14
15705707,75,70.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,138296.94,0,Retained Customer,14
15806901,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,112687.69,0,Retained Customer,7
15736730,55,62.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15626040,65,66.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15569446,75,70.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,122338.43,0,Retained Customer,14
15777504,65,66.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15677906,50,60.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,0.0,0,Retained Customer,7
15622192,70,68.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15607112,75,70.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15694628,70,68.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,157731.6,0,Retained Customer,14
15599869,55,62.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15592078,75,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,123599.49,0,Retained Customer,14
15771580,65,56.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,106831.69,0,Retained Customer,7
15796167,65,56.0,Moderate Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,98556.89,0,Retained Customer,14
15762615,75,60.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,101993.12,0,Retained Customer,7
15750299,70,58.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,68781.82,0,Retained Customer,7
15720924,55,62.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15614847,65,56.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,72494.69,0,Retained Customer,7
15572114,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,121629.22,0,Retained Customer,7
15620557,70,58.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,101470.29,0,Retained Customer,7
15617082,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,115195.58,0,Retained Customer,7
15686776,75,70.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,184686.41,0,Retained Customer,14
15767391,80,72.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,90322.99,0,Retained Customer,14
15693906,70,68.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,34547.82,0,Retained Customer,7
15570073,55,72.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,0.0,0,Retained Customer,7
15756926,75,70.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,96462.25,0,Retained Customer,14
15728043,75,70.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,138503.51,0,Retained Customer,14
15613518,75,60.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,112668.7,0,Retained Customer,7
15672875,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,40172.91,0,Retained Customer,7
15711028,50,55.0,Moderate Retention,Active Member,High Product Load,High Product Load Risk,3,0.0,1,Churned Customer,21
15581654,75,70.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15578251,65,66.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,186347.97,0,Retained Customer,14
15650424,80,57.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,147341.43,1,Churned Customer,7
15575691,70,68.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15673693,65,56.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,110654.02,0,Retained Customer,7
15700696,80,72.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,79019.8,0,Retained Customer,7
15676094,65,66.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15587013,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,102575.04,0,Retained Customer,7
15791842,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,71187.24,0,Retained Customer,7
15772604,65,66.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,157267.95,0,Retained Customer,14
15682472,65,56.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,129433.34,0,Retained Customer,14
15773779,65,66.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,76597.79,0,Retained Customer,7
15676835,45,58.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15815131,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,115617.24,0,Retained Customer,7
15692929,100,55.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,113657.41,1,Churned Customer,14
15738248,50,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15667742,70,58.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,100880.76,0,Retained Customer,7
15662901,65,66.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15803415,70,68.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,166501.17,0,Retained Customer,14
15730448,70,68.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,62482.95,0,Retained Customer,7
15761600,70,68.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,86394.14,0,Retained Customer,7
15763613,45,58.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15684010,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,116800.25,0,Retained Customer,7
15607178,70,68.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,54901.01,0,Retained Customer,7
15796231,65,66.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,98894.39,0,Retained Customer,7
15694288,50,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15777743,70,68.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,92224.56,0,Retained Customer,7
15772009,60,74.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,0.0,0,Retained Customer,7
15795895,65,56.0,Moderate Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,117864.85,0,Retained Customer,14
15623143,60,64.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15688563,70,68.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,141989.27,0,Retained Customer,14
15611961,55,62.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15652192,70,58.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,160541.36,0,Retained Customer,14
15680167,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,47536.4,0,Retained Customer,7
15762228,75,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,110046.93,0,Retained Customer,14
15683562,65,66.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,84026.86,0,Retained Customer,7
15752626,65,56.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,64082.09,0,Retained Customer,7
15609618,100,65.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,154475.54,1,Churned Customer,14
15770567,80,72.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,123502.53,0,Retained Customer,7
15591100,80,62.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,106190.55,0,Retained Customer,7
15749130,65,66.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,74298.43,0,Retained Customer,7
15665790,75,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,108055.1,0,Retained Customer,14
15659399,75,70.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,139675.07,0,Retained Customer,14
15767339,60,64.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15567078,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,66201.96,0,Retained Customer,7
15601184,50,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15617134,50,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15618155,70,68.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,83195.12,0,Retained Customer,7
15643024,80,57.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,138718.92,1,Churned Customer,7
15607142,65,66.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15581733,50,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15609804,45,58.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15567328,70,68.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,177997.07,0,Retained Customer,7
15622833,70,58.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,130420.2,0,Retained Customer,14
15699247,80,57.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,1,Churned Customer,14
15622321,60,64.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15785385,50,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15782360,75,55.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,131935.51,1,Churned Customer,7
15772573,65,66.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,103176.62,0,Retained Customer,7
15767908,65,56.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,127678.8,0,Retained Customer,14
15721582,90,61.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,77270.08,1,Churned Customer,14
15600781,70,68.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,185173.81,0,Retained Customer,14
15585599,75,70.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15784958,65,61.0,Moderate Retention,Active Member,High Product Load,High Product Load Risk,4,0.0,1,Churned Customer,28
15717010,60,64.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15794895,65,66.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15602373,70,68.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,115049.15,0,Retained Customer,14
15682868,80,57.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,99816.46,1,Churned Customer,7
15703117,65,66.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15758136,70,68.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,141803.77,0,Retained Customer,7
15571302,70,68.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,94216.05,0,Retained Customer,7
15633516,45,58.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,0.0,0,Retained Customer,7
15798960,65,56.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,108393.35,0,Retained Customer,7
15800116,70,68.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,145605.44,0,Retained Customer,7
15767129,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,121730.49,0,Retained Customer,7
15710543,75,55.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,130666.2,1,Churned Customer,7
15614827,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,104430.08,0,Retained Customer,7
15762821,70,68.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15810010,75,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,118448.15,0,Retained Customer,14
15629475,45,58.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15708162,75,70.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,89994.71,0,Retained Customer,14
15609637,75,70.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15777067,65,66.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,136770.67,0,Retained Customer,7
15791191,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,103996.74,0,Retained Customer,7
15808473,65,66.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15690456,65,66.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,79523.13,0,Retained Customer,7
15782531,55,62.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15623062,70,68.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,85089.3,0,Retained Customer,7
15676895,70,63.0,Moderate Retention,Active Member,High Product Load,High Product Load Risk,3,74596.15,1,Churned Customer,21
15585839,45,58.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15638003,55,62.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,81370.07,0,Retained Customer,7
15676937,85,59.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,1,Churned Customer,14
15722061,75,70.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,142015.76,0,Retained Customer,14
15616929,70,58.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,112181.08,0,Retained Customer,7
15772216,65,66.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,130652.52,0,Retained Customer,7
15642824,95,63.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,174506.1,1,Churned Customer,14
15683524,65,56.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,166070.48,0,Retained Customer,14
15753874,80,72.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,143835.47,0,Retained Customer,7
15758775,80,72.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,97208.46,0,Retained Customer,7
15720509,80,72.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,150856.79,0,Retained Customer,7
15693322,80,72.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,146748.07,0,Retained Customer,7
15698927,75,70.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15701160,80,72.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,125890.72,0,Retained Customer,7
15693131,70,68.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,95508.2,0,Retained Customer,7
15801630,55,62.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15807768,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,103033.83,0,Retained Customer,7
15787014,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,90371.09,0,Retained Customer,7
15685628,85,74.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,124268.64,0,Retained Customer,14
15721592,50,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15642004,65,66.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15734917,75,70.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,133974.36,0,Retained Customer,14
15600379,65,56.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,86656.13,0,Retained Customer,7
15783629,65,56.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,117899.95,0,Retained Customer,14
15812534,40,66.0,Moderate Retention,Active Member,High Product Load,High Product Load Risk,3,0.0,0,Retained Customer,21
15767681,80,72.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15806918,60,74.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,0.0,0,Retained Customer,7
15696539,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,105627.95,0,Retained Customer,7
15772030,70,68.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15699029,70,68.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,170557.91,0,Retained Customer,14
15766163,65,66.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15639049,75,70.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,139395.08,0,Retained Customer,7
15594786,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,111565.91,0,Retained Customer,7
15595609,70,58.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,135870.01,0,Retained Customer,14
15622443,70,68.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15669611,70,68.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,83116.68,0,Retained Customer,7
15707596,105,67.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,114888.74,1,Churned Customer,14
15694717,65,66.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,79731.91,0,Retained Customer,7
15697424,75,55.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,119370.11,1,Churned Customer,7
15765297,65,66.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15750458,70,68.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15812210,80,67.0,Moderate Retention,Active Member,High Product Load,High Product Load Risk,4,111537.23,1,Churned Customer,28
15794566,80,57.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,1,Churned Customer,14
15713769,65,66.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15766609,60,64.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15648898,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,124995.98,0,Retained Customer,7
15612633,70,58.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,78022.61,0,Retained Customer,7
15624374,80,72.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15593900,65,66.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,189443.72,0,Retained Customer,7
15726796,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,111501.66,0,Retained Customer,7
15570087,85,59.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,142989.69,1,Churned Customer,7
15802617,75,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,115371.94,0,Retained Customer,14
15656029,75,70.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15739194,65,66.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,178056.54,0,Retained Customer,14
15607275,95,63.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,206014.94,1,Churned Customer,14
15771323,80,72.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,121626.9,0,Retained Customer,7
15696047,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,99760.84,0,Retained Customer,7
15764294,70,68.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,98899.91,0,Retained Customer,7
15575492,55,62.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15648479,45,58.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15711540,55,62.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15760880,80,72.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15742285,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,118756.62,0,Retained Customer,7
15792646,65,66.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,91216.0,0,Retained Customer,7
15810891,85,74.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,117731.79,0,Retained Customer,14
15670668,80,72.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,75395.53,0,Retained Customer,14
15685500,75,70.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,152400.51,0,Retained Customer,14
15717138,65,56.0,Moderate Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,82613.56,0,Retained Customer,14
15622171,65,66.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,80964.57,0,Retained Customer,14
15610419,80,72.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,117413.95,0,Retained Customer,7
15720123,50,60.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15694879,55,62.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15789432,55,62.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15644994,90,61.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,137986.58,1,Churned Customer,14
15582066,60,64.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15788118,75,70.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,138705.02,0,Retained Customer,14
15747878,60,64.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15635177,60,64.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15657163,65,66.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,149332.48,0,Retained Customer,14
15573854,70,68.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15737080,65,66.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,0.0,0,Retained Customer,14
15794276,60,74.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,0.0,0,Retained Customer,7
15681439,70,58.0,Moderate Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,60205.2,0,Retained Customer,14
15587735,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,96863.13,0,Retained Customer,7
15631709,65,56.0,Moderate Retention,Inactive Member,Optimal Product Depth,Standard Monitoring,2,101675.22,0,Retained Customer,14
15658432,65,66.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,0.0,0,Retained Customer,7
15573318,55,62.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15657139,85,74.0,Moderate Retention,Active Member,Optimal Product Depth,Sticky Active Customer,2,84390.8,0,Retained Customer,14
15815552,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,112333.63,0,Retained Customer,7
15631871,85,74.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,116936.81,0,Retained Customer,7
15659501,75,70.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,142263.45,0,Retained Customer,7
15694272,65,66.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,64097.75,0,Retained Customer,7
15608408,45,58.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,0.0,0,Retained Customer,14
15771728,50,60.0,Moderate Retention,Inactive Member,High Product Load,High Product Load Risk,3,104405.54,0,Retained Customer,21
15749851,70,68.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,135219.57,0,Retained Customer,7
15603378,70,68.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,141334.95,0,Retained Customer,7
15595537,80,72.0,Moderate Retention,Inactive Member,Optimal Product Depth,At-Risk Premium,2,171787.84,0,Retained Customer,14
15720838,70,68.0,Moderate Retention,Active Member,Single Product,At-Risk Premium,1,139799.63,0,Retained Customer,7
15764072,75,70.0,Moderate Retention,Active Member,Single Product,Standard Monitoring,1,109848.6,0,Retained Customer,7
